,customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
11809,11808.0,23,85000.0,RENT,5.0,DEBTCONSOLIDATION,A,10000.0,6.17,3,,4,NO DEFAULT
11811,11810.0,24,85000.0,RENT,6.0,PERSONAL,B,10000.0,13.72,4,1.0,2,NO DEFAULT
11812,11811.0,25,76000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14000.0,7.66,5,,3,NO DEFAULT
11813,11812.0,25,76000.0,MORTGAGE,9.0,PERSONAL,B,6000.0,12.98,5,1.0,2,NO DEFAULT
11814,11813.0,25,76000.0,MORTGAGE,3.0,PERSONAL,A,20000.0,6.54,5,,4,NO DEFAULT
11815,11814.0,24,85000.0,RENT,8.0,PERSONAL,D,10000.0,16.0,4,1.0,3,NO DEFAULT
11816,11815.0,23,73000.0,RENT,0.0,EDUCATION,C,10000.0,14.11,3,0.0,3,DEFAULT
11817,11816.0,23,85000.0,RENT,7.0,MEDICAL,A,10000.0,11.89,3,,4,NO DEFAULT
11820,11819.0,26,86000.0,RENT,4.0,EDUCATION,B,10000.0,13.49,6,,3,NO DEFAULT
11822,11821.0,22,87000.0,RENT,4.0,EDUCATION,A,10000.0,11.26,2,,3,NO DEFAULT
11823,11822.0,23,76000.0,OWN,3.0,EDUCATION,A,18000.0,10.99,3,,2,NO DEFAULT
11824,11823.0,24,75996.0,RENT,1.0,DEBTCONSOLIDATION,D,10000.0,16.0,4,0.0,2,DEFAULT
11825,11824.0,26,88000.0,RENT,10.0,VENTURE,A,10000.0,12.69,6,,2,NO DEFAULT
11826,11825.0,23,59500.0,MORTGAGE,1.0,MEDICAL,A,20000.0,11.83,3,0.0,4,DEFAULT
11827,11826.0,22,70000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,B,25000.0,13.79,2,0.0,3,DEFAULT
11828,11827.0,23,90000.0,RENT,7.0,EDUCATION,A,10000.0,12.69,3,,4,NO DEFAULT
11829,11828.0,25,70000.0,MORTGAGE,4.0,PERSONAL,B,15000.0,13.16,5,1.0,3,DEFAULT
11832,11831.0,26,76160.0,MORTGAGE,10.0,EDUCATION,A,7400.0,7.51,6,,2,NO DEFAULT
11834,11833.0,25,90000.0,RENT,9.0,DEBTCONSOLIDATION,A,10000.0,12.42,5,,2,NO DEFAULT
11835,11834.0,25,90000.0,RENT,5.0,PERSONAL,A,10000.0,7.49,5,,2,NO DEFAULT
11836,11835.0,22,76296.0,MORTGAGE,6.0,VENTURE,A,18000.0,7.88,2,,3,NO DEFAULT
11837,11836.0,25,76300.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,3000.0,11.86,5,,2,NO DEFAULT
11838,11837.0,23,90000.0,RENT,0.0,DEBTCONSOLIDATION,A,10000.0,7.49,3,,3,NO DEFAULT
11839,11838.0,22,59813.0,MORTGAGE,6.0,MEDICAL,D,20000.0,17.74,2,0.0,3,DEFAULT
11840,11839.0,26,90000.0,RENT,2.0,PERSONAL,A,10000.0,7.49,6,,4,NO DEFAULT
11842,11841.0,26,76486.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000.0,7.9,6,,4,NO DEFAULT
11844,11843.0,26,70500.0,MORTGAGE,11.0,PERSONAL,A,14500.0,7.49,6,0.0,3,DEFAULT
11845,11844.0,21,78000.0,RENT,2.0,DEBTCONSOLIDATION,C,10000.0,15.57,1,1.0,4,DEFAULT
11846,11845.0,23,76500.0,MORTGAGE,2.0,EDUCATION,A,4800.0,7.51,3,,4,NO DEFAULT
11848,11847.0,23,90000.0,RENT,4.0,VENTURE,A,10000.0,7.51,3,,2,NO DEFAULT
11849,11848.0,26,76596.0,MORTGAGE,2.0,EDUCATION,B,24000.0,12.73,6,1.0,3,NO DEFAULT
11850,11849.0,24,90000.0,RENT,8.0,HOMEIMPROVEMENT,A,10000.0,11.89,4,,4,NO DEFAULT
11852,11851.0,25,76700.0,MORTGAGE,1.0,VENTURE,D,14800.0,19.42,5,1.0,4,NO DEFAULT
11853,11852.0,23,91000.0,RENT,5.0,EDUCATION,A,10000.0,10.2,3,,2,NO DEFAULT
11854,11853.0,22,76800.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000.0,6.62,2,,4,NO DEFAULT
11855,11854.0,22,76800.0,MORTGAGE,4.0,PERSONAL,A,12000.0,8.9,2,,2,NO DEFAULT
11856,11855.0,26,76800.0,MORTGAGE,2.0,PERSONAL,A,12800.0,6.92,6,,4,NO DEFAULT
11857,11856.0,25,76800.0,MORTGAGE,8.0,EDUCATION,A,6500.0,5.79,5,,4,NO DEFAULT
11859,11858.0,21,76800.0,MORTGAGE,5.0,PERSONAL,C,8000.0,14.96,1,1.0,3,NO DEFAULT
11860,11859.0,23,76800.0,MORTGAGE,4.0,VENTURE,A,10000.0,9.63,3,,4,NO DEFAULT
11861,11860.0,23,92000.0,RENT,7.0,VENTURE,A,10000.0,11.71,3,,4,NO DEFAULT
11863,11862.0,23,76896.0,MORTGAGE,8.0,EDUCATION,A,25000.0,11.71,3,,2,NO DEFAULT
11864,11863.0,24,77000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000.0,12.42,4,,2,NO DEFAULT
11865,11864.0,26,92652.0,RENT,4.0,VENTURE,B,10000.0,13.23,6,1.0,2,NO DEFAULT
11866,11865.0,25,77000.0,MORTGAGE,8.0,EDUCATION,A,12000.0,7.9,5,,4,NO DEFAULT
11867,11866.0,22,77000.0,MORTGAGE,6.0,MEDICAL,A,12400.0,7.51,2,,4,NO DEFAULT
11868,11867.0,23,93000.0,RENT,6.0,EDUCATION,B,10000.0,14.26,3,,2,NO DEFAULT
11869,11868.0,25,77000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9000.0,6.03,5,,3,NO DEFAULT
11870,11869.0,24,94000.0,RENT,8.0,HOMEIMPROVEMENT,D,10000.0,18.64,4,,2,NO DEFAULT
11871,11870.0,26,71000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,C,6000.0,15.62,6,0.0,4,DEFAULT
11872,11871.0,23,77000.0,OWN,3.0,VENTURE,A,3500.0,5.99,3,,2,NO DEFAULT
11873,11872.0,25,77000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000.0,7.49,5,,3,NO DEFAULT
11874,11873.0,24,77000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000.0,11.99,4,,2,NO DEFAULT
11875,11874.0,22,60350.0,MORTGAGE,6.0,MEDICAL,C,35000.0,16.89,2,0.0,3,DEFAULT
11876,11875.0,23,94000.0,RENT,0.0,MEDICAL,A,10000.0,9.45,3,,3,NO DEFAULT
11877,11876.0,24,77000.0,MORTGAGE,2.0,EDUCATION,A,3850.0,11.11,4,,2,NO DEFAULT
11878,11877.0,25,70550.0,RENT,6.0,MEDICAL,D,10000.0,16.77,5,0.0,3,DEFAULT
11879,11878.0,23,95000.0,RENT,3.0,PERSONAL,A,10000.0,6.17,3,,3,NO DEFAULT
11881,11880.0,25,44966.0,RENT,3.0,MEDICAL,A,10025.0,5.42,5,,4,NO DEFAULT
11882,11881.0,23,65400.0,RENT,1.0,DEBTCONSOLIDATION,B,10075.0,13.98,3,1.0,2,NO DEFAULT
11883,11882.0,26,29136.0,RENT,0.0,PERSONAL,C,10100.0,13.55,6,1.0,4,DEFAULT
11884,11883.0,22,71000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3200.0,10.25,2,0.0,3,DEFAULT
11885,11884.0,23,77000.0,MORTGAGE,7.0,EDUCATION,A,10000.0,7.88,3,,4,NO DEFAULT
11886,11885.0,24,70000.0,RENT,4.0,VENTURE,B,10125.0,14.65,4,1.0,3,NO DEFAULT
11887,11886.0,25,77000.0,MORTGAGE,6.0,EDUCATION,C,8000.0,15.33,5,,2,NO DEFAULT
11888,11887.0,22,77000.0,MORTGAGE,5.0,EDUCATION,A,21000.0,11.48,2,,3,NO DEFAULT
11889,11888.0,23,69000.0,RENT,6.0,DEBTCONSOLIDATION,A,10150.0,11.99,3,,3,NO DEFAULT
11890,11889.0,24,77000.0,MORTGAGE,8.0,MEDICAL,A,14000.0,8.94,4,,3,NO DEFAULT
11891,11890.0,20,77000.0,MORTGAGE,4.0,VENTURE,A,6000.0,8.0,2,,2,NO DEFAULT
11892,11891.0,26,77000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5400.0,13.04,6,1.0,3,NO DEFAULT
11893,11892.0,24,71000.0,MORTGAGE,6.0,EDUCATION,A,5000.0,10.39,4,0.0,2,DEFAULT
11894,11893.0,23,71000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,D,20000.0,15.13,3,1.0,2,DEFAULT
11896,11895.0,26,77004.0,MORTGAGE,0.0,MEDICAL,A,6000.0,11.99,6,,4,NO DEFAULT
11897,11896.0,25,77004.0,MORTGAGE,9.0,PERSONAL,A,15000.0,9.63,5,,2,NO DEFAULT
11898,11897.0,23,77004.0,MORTGAGE,6.0,MEDICAL,A,12000.0,5.79,3,,3,NO DEFAULT
11899,11898.0,24,42000.0,RENT,4.0,EDUCATION,A,10200.0,7.49,4,,4,NO DEFAULT
11900,11899.0,23,77004.0,MORTGAGE,7.0,VENTURE,A,6000.0,7.88,3,,2,NO DEFAULT
11901,11900.0,24,71004.0,MORTGAGE,8.0,DEBTCONSOLIDATION,C,5000.0,14.96,4,1.0,3,DEFAULT
11902,11901.0,25,71004.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2400.0,17.04,5,0.0,3,DEFAULT
11903,11902.0,25,77004.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,16000.0,13.92,5,,2,NO DEFAULT
11904,11903.0,20,77052.0,MORTGAGE,4.0,EDUCATION,A,24250.0,11.36,2,,2,NO DEFAULT
11905,11904.0,25,77078.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3425.0,12.18,5,,2,NO DEFAULT
11906,11905.0,22,50004.0,RENT,6.0,EDUCATION,C,10200.0,15.21,2,,4,NO DEFAULT
11907,11906.0,23,55000.0,RENT,0.0,PERSONAL,B,10200.0,12.73,3,1.0,2,NO DEFAULT
11908,11907.0,22,77237.0,MORTGAGE,0.0,MEDICAL,A,5875.0,6.17,2,,3,NO DEFAULT
11909,11908.0,24,77237.0,MORTGAGE,8.0,MEDICAL,A,15000.0,6.17,4,,3,NO DEFAULT
11911,11910.0,22,90000.0,RENT,6.0,MEDICAL,A,10200.0,11.71,2,,3,NO DEFAULT
11912,11911.0,24,77350.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4800.0,13.79,4,1.0,4,NO DEFAULT
11913,11912.0,24,100000.0,RENT,1.0,PERSONAL,B,10200.0,12.99,4,1.0,4,NO DEFAULT
11914,11913.0,24,22000.0,RENT,8.0,EDUCATION,B,11000.0,7.51,4,0.0,2,DEFAULT
11915,11914.0,26,27000.0,RENT,9.0,DEBTCONSOLIDATION,A,11000.0,8.9,6,0.0,3,DEFAULT
11916,11915.0,23,27000.0,RENT,7.0,DEBTCONSOLIDATION,A,11000.0,8.59,3,0.0,4,DEFAULT
11917,11916.0,22,27300.0,RENT,1.0,MEDICAL,A,11000.0,11.48,2,0.0,4,DEFAULT
11918,11917.0,21,29000.0,RENT,6.0,MEDICAL,B,11000.0,13.49,1,1.0,2,DEFAULT
11919,11918.0,21,29004.0,RENT,5.0,MEDICAL,B,11000.0,14.22,1,0.0,2,DEFAULT
11920,11919.0,23,29472.0,RENT,3.0,DEBTCONSOLIDATION,B,11000.0,13.49,3,0.0,4,DEFAULT
11921,11920.0,25,30720.0,RENT,2.0,HOMEIMPROVEMENT,B,11000.0,13.72,5,0.0,2,DEFAULT
11922,11921.0,26,77604.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6800.0,13.06,6,1.0,4,NO DEFAULT
11923,11922.0,23,32000.0,RENT,4.0,EDUCATION,A,11000.0,9.91,3,0.0,3,DEFAULT
11924,11923.0,25,32000.0,RENT,7.0,DEBTCONSOLIDATION,A,11000.0,7.66,5,0.0,3,DEFAULT
11925,11924.0,23,77705.0,MORTGAGE,4.0,EDUCATION,D,4000.0,16.77,3,1.0,4,NO DEFAULT
11927,11926.0,23,33000.0,RENT,0.0,DEBTCONSOLIDATION,B,11000.0,7.66,3,0.0,2,DEFAULT
11929,11928.0,23,77927.0,MORTGAGE,7.0,EDUCATION,B,15000.0,12.99,3,1.0,4,NO DEFAULT
11930,11929.0,23,33600.0,RENT,7.0,MEDICAL,C,11000.0,15.65,3,1.0,3,DEFAULT
11931,11930.0,25,29000.0,RENT,9.0,PERSONAL,B,11000.0,8.49,5,0.0,2,DEFAULT
11933,11932.0,23,78000.0,MORTGAGE,7.0,EDUCATION,A,2400.0,12.42,3,,2,NO DEFAULT
11934,11933.0,24,72000.0,MORTGAGE,8.0,EDUCATION,B,14000.0,14.65,4,1.0,4,DEFAULT
11935,11934.0,25,72000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000.0,14.27,5,0.0,3,DEFAULT
11936,11935.0,24,29000.0,RENT,0.0,EDUCATION,C,11000.0,15.05,4,1.0,4,DEFAULT
11937,11936.0,24,78000.0,OWN,6.0,HOMEIMPROVEMENT,A,4500.0,12.69,4,,3,NO DEFAULT
11938,11937.0,23,57000.0,RENT,0.0,EDUCATION,C,11050.0,14.74,3,0.0,4,DEFAULT
11939,11938.0,23,78000.0,MORTGAGE,0.0,MEDICAL,A,10000.0,6.62,3,,2,NO DEFAULT
11940,11939.0,25,78000.0,MORTGAGE,9.0,EDUCATION,A,8000.0,7.9,5,,4,NO DEFAULT
11941,11940.0,22,30000.0,RENT,1.0,PERSONAL,A,11100.0,6.62,2,0.0,4,DEFAULT
11942,11941.0,23,78000.0,MORTGAGE,5.0,EDUCATION,A,5000.0,11.71,3,,2,NO DEFAULT
11943,11942.0,26,78000.0,MORTGAGE,7.0,PERSONAL,A,7200.0,6.62,6,,2,NO DEFAULT
11944,11943.0,24,78000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000.0,6.62,4,,4,NO DEFAULT
11945,11944.0,24,78000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8500.0,7.51,4,,4,NO DEFAULT
11946,11945.0,22,78000.0,MORTGAGE,2.0,EDUCATION,A,1750.0,10.65,2,,4,NO DEFAULT
11947,11946.0,22,72000.0,MORTGAGE,1.0,PERSONAL,B,8500.0,15.96,2,0.0,2,DEFAULT
11948,11947.0,22,32244.0,RENT,2.0,VENTURE,A,11100.0,12.21,2,0.0,3,DEFAULT
11949,11948.0,25,45000.0,RENT,2.0,DEBTCONSOLIDATION,B,11100.0,13.11,5,,2,NO DEFAULT
11950,11949.0,23,78000.0,MORTGAGE,4.0,PERSONAL,A,15000.0,8.49,3,,2,NO DEFAULT
11953,11952.0,26,78000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,3000.0,11.49,6,,2,NO DEFAULT
11954,11953.0,26,78000.0,MORTGAGE,10.0,EDUCATION,A,8325.0,6.99,6,,4,NO DEFAULT
11955,11954.0,23,78000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000.0,12.99,3,,3,NO DEFAULT
11956,11955.0,21,40000.0,OWN,5.0,MEDICAL,A,12000.0,8.9,1,,2,NO DEFAULT
11957,11956.0,22,26000.0,RENT,5.0,PERSONAL,C,11200.0,16.89,2,0.0,3,DEFAULT
11958,11957.0,24,30852.0,RENT,4.0,MEDICAL,A,11200.0,5.79,4,0.0,4,DEFAULT
11959,11958.0,23,78000.0,MORTGAGE,7.0,EDUCATION,B,4200.0,13.06,3,,3,NO DEFAULT
11960,11959.0,24,78000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,20000.0,10.37,4,,2,NO DEFAULT
11961,11960.0,25,78000.0,MORTGAGE,9.0,EDUCATION,A,8000.0,5.79,5,,2,NO DEFAULT
11963,11962.0,22,40000.0,OWN,6.0,EDUCATION,C,5000.0,16.29,2,1.0,4,NO DEFAULT
11964,11963.0,23,78000.0,MORTGAGE,7.0,EDUCATION,A,4600.0,7.66,3,,2,NO DEFAULT
11966,11965.0,24,78000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3600.0,5.42,4,,4,NO DEFAULT
11967,11966.0,23,78000.0,MORTGAGE,7.0,EDUCATION,A,12400.0,7.29,3,,3,NO DEFAULT
11969,11968.0,26,78000.0,MORTGAGE,8.0,PERSONAL,B,12000.0,13.43,6,,4,NO DEFAULT
11970,11969.0,25,30840.0,RENT,2.0,VENTURE,C,11200.0,17.27,5,0.0,4,DEFAULT
11971,11970.0,22,40000.0,RENT,2.0,VENTURE,B,11200.0,7.88,2,,2,NO DEFAULT
11972,11971.0,24,41600.0,RENT,2.0,MEDICAL,A,11200.0,10.62,4,,3,NO DEFAULT
11973,11972.0,22,78000.0,MORTGAGE,3.0,EDUCATION,A,12000.0,6.54,2,,3,NO DEFAULT
11974,11973.0,21,42000.0,RENT,5.0,VENTURE,C,11200.0,16.77,1,,4,NO DEFAULT
11975,11974.0,25,78000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000.0,5.79,5,,2,NO DEFAULT
11976,11975.0,23,78000.0,MORTGAGE,2.0,VENTURE,A,6000.0,6.91,3,,4,NO DEFAULT
11978,11977.0,26,78000.0,MORTGAGE,4.0,PERSONAL,A,1750.0,10.36,6,,2,NO DEFAULT
11979,11978.0,23,45000.0,RENT,2.0,PERSONAL,B,11200.0,10.59,3,,2,NO DEFAULT
11980,11979.0,25,78000.0,MORTGAGE,0.0,VENTURE,A,14000.0,7.51,5,,3,NO DEFAULT
11981,11980.0,23,72000.0,MORTGAGE,6.0,VENTURE,B,12000.0,13.61,3,1.0,2,DEFAULT
11982,11981.0,24,45000.0,RENT,0.0,MEDICAL,B,11200.0,12.04,4,1.0,3,NO DEFAULT
11983,11982.0,26,78000.0,OWN,2.0,VENTURE,B,2400.0,14.72,6,1.0,3,NO DEFAULT
11984,11983.0,22,78000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,15000.0,7.88,2,,3,NO DEFAULT
11985,11984.0,23,78000.0,MORTGAGE,0.0,VENTURE,C,25000.0,15.58,3,1.0,3,NO DEFAULT
11986,11985.0,25,78000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2400.0,11.86,5,,4,NO DEFAULT
11987,11986.0,24,78000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9800.0,10.99,4,,3,NO DEFAULT
11988,11987.0,23,78000.0,MORTGAGE,7.0,EDUCATION,A,1000.0,9.88,3,,3,NO DEFAULT
11989,11988.0,24,50000.0,RENT,0.0,VENTURE,B,11200.0,13.85,4,1.0,3,NO DEFAULT
11992,11991.0,23,78000.0,MORTGAGE,7.0,EDUCATION,A,6150.0,7.88,3,,2,NO DEFAULT
11993,11992.0,23,54000.0,RENT,4.0,EDUCATION,B,11200.0,13.99,3,1.0,2,NO DEFAULT
11994,11993.0,22,78000.0,MORTGAGE,6.0,EDUCATION,A,18000.0,10.99,2,,3,NO DEFAULT
11995,11994.0,22,78000.0,MORTGAGE,6.0,MEDICAL,A,7750.0,7.51,2,,4,NO DEFAULT
11996,11995.0,22,78000.0,MORTGAGE,6.0,EDUCATION,D,16000.0,16.45,2,1.0,2,NO DEFAULT
11997,11996.0,22,78000.0,MORTGAGE,3.0,EDUCATION,D,16000.0,16.45,2,,3,NO DEFAULT
11998,11997.0,24,78000.0,MORTGAGE,4.0,PERSONAL,A,14500.0,7.51,4,,4,NO DEFAULT
11999,11998.0,23,60000.0,RENT,0.0,EDUCATION,B,11200.0,10.78,3,,3,NO DEFAULT
12000,11999.0,24,78000.0,OWN,8.0,EDUCATION,A,25000.0,12.18,4,,4,NO DEFAULT
12001,12000.0,24,61000.0,RENT,8.0,PERSONAL,A,11200.0,9.99,4,,3,NO DEFAULT
12002,12001.0,22,61200.0,RENT,6.0,PERSONAL,A,11200.0,6.62,2,,4,NO DEFAULT
12003,12002.0,22,78000.0,OWN,6.0,PERSONAL,A,4000.0,7.74,2,,4,NO DEFAULT
12004,12003.0,25,78000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,14200.0,11.48,5,,3,NO DEFAULT
12005,12004.0,22,57800.0,RENT,6.0,DEBTCONSOLIDATION,B,11200.0,13.16,2,0.0,3,DEFAULT
12006,12005.0,24,78000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000.0,13.22,4,,2,NO DEFAULT
12007,12006.0,23,78000.0,MORTGAGE,1.0,EDUCATION,A,16000.0,11.89,3,,3,NO DEFAULT
12008,12007.0,22,78000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9600.0,10.95,2,,2,NO DEFAULT
12009,12008.0,25,61200.0,MORTGAGE,9.0,MEDICAL,C,20000.0,14.74,5,1.0,2,DEFAULT
12010,12009.0,25,68000.0,RENT,4.0,PERSONAL,A,11200.0,11.99,5,,2,NO DEFAULT
12012,12011.0,24,71000.0,RENT,8.0,VENTURE,A,11200.0,11.36,4,,3,NO DEFAULT
12013,12012.0,24,61200.0,MORTGAGE,9.0,MEDICAL,A,13500.0,10.83,4,0.0,2,DEFAULT
12015,12014.0,25,72000.0,RENT,8.0,PERSONAL,A,11200.0,10.36,5,,2,NO DEFAULT
12016,12015.0,25,78000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,25000.0,9.64,5,,4,NO DEFAULT
12017,12016.0,26,78402.0,RENT,3.0,VENTURE,A,11200.0,11.71,6,,3,NO DEFAULT
12019,12018.0,25,78200.0,MORTGAGE,9.0,MEDICAL,A,6000.0,6.54,5,,3,NO DEFAULT
12020,12019.0,25,82000.0,RENT,9.0,PERSONAL,A,11200.0,5.42,5,,4,NO DEFAULT
12021,12020.0,23,61455.0,MORTGAGE,0.0,MEDICAL,D,15000.0,16.82,3,0.0,3,DEFAULT
12023,12022.0,24,78386.0,OWN,3.0,EDUCATION,A,4000.0,5.42,4,,3,NO DEFAULT
12024,12023.0,22,78400.0,MORTGAGE,2.0,VENTURE,C,5000.0,17.49,2,1.0,3,NO DEFAULT
12025,12024.0,24,78400.0,MORTGAGE,5.0,VENTURE,B,17400.0,13.48,4,,2,NO DEFAULT
12026,12025.0,26,100016.0,RENT,10.0,EDUCATION,B,11200.0,13.98,6,1.0,2,NO DEFAULT
12027,12026.0,22,78413.0,MORTGAGE,6.0,EDUCATION,A,17500.0,10.65,2,,2,NO DEFAULT
12028,12027.0,26,78420.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000.0,11.49,6,,4,NO DEFAULT
12029,12028.0,24,78500.0,MORTGAGE,8.0,VENTURE,A,6000.0,7.49,4,,4,NO DEFAULT
12030,12029.0,23,78500.0,MORTGAGE,7.0,EDUCATION,A,7200.0,7.49,3,,3,NO DEFAULT
12031,12030.0,25,72500.0,MORTGAGE,3.0,VENTURE,C,16000.0,15.28,5,1.0,4,DEFAULT
12032,12031.0,23,78500.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4800.0,7.14,3,,4,NO DEFAULT
12033,12032.0,24,110000.0,RENT,1.0,EDUCATION,A,11200.0,7.49,4,,4,NO DEFAULT
12034,12033.0,25,78500.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,16000.0,7.88,5,,2,NO DEFAULT
12035,12034.0,24,180000.0,RENT,3.0,PERSONAL,A,11200.0,5.79,4,,4,NO DEFAULT
12036,12035.0,25,45000.0,RENT,2.0,DEBTCONSOLIDATION,B,11250.0,9.38,5,,2,NO DEFAULT
12038,12037.0,22,72644.0,MORTGAGE,3.0,PERSONAL,A,5900.0,7.49,2,0.0,3,DEFAULT
12039,12038.0,26,61754.0,MORTGAGE,7.0,MEDICAL,C,10000.0,14.83,6,0.0,4,DEFAULT
12040,12039.0,21,35000.0,RENT,5.0,MEDICAL,B,11300.0,13.49,1,0.0,3,DEFAULT
12041,12040.0,26,41892.0,RENT,8.0,EDUCATION,B,11300.0,13.22,6,,4,NO DEFAULT
12042,12041.0,25,78720.0,MORTGAGE,6.0,MEDICAL,A,10000.0,9.62,5,,2,NO DEFAULT
12043,12042.0,22,78792.0,MORTGAGE,4.0,EDUCATION,C,5500.0,14.61,2,,4,NO DEFAULT
12044,12043.0,23,78885.0,OWN,2.0,VENTURE,A,20000.0,12.42,3,,3,NO DEFAULT
12045,12044.0,26,78948.0,MORTGAGE,3.0,MEDICAL,A,17500.0,11.83,6,,2,NO DEFAULT
12047,12046.0,22,45000.0,RENT,6.0,EDUCATION,B,11300.0,13.48,2,1.0,2,NO DEFAULT
12048,12047.0,22,78996.0,OWN,6.0,MEDICAL,A,10000.0,11.11,2,,2,NO DEFAULT
12049,12048.0,23,71000.0,RENT,7.0,MEDICAL,A,11300.0,7.49,3,,2,NO DEFAULT
12050,12049.0,21,29000.0,RENT,5.0,DEBTCONSOLIDATION,A,11325.0,9.91,1,0.0,3,DEFAULT
12051,12050.0,22,79000.0,MORTGAGE,6.0,MEDICAL,A,10375.0,6.62,2,,4,NO DEFAULT
12052,12051.0,23,79000.0,MORTGAGE,7.0,EDUCATION,A,17825.0,6.62,3,,2,NO DEFAULT
12053,12052.0,25,36000.0,RENT,7.0,MEDICAL,A,11325.0,12.69,5,0.0,4,DEFAULT
12054,12053.0,24,79000.0,MORTGAGE,4.0,PERSONAL,A,8000.0,5.99,4,,3,NO DEFAULT
12055,12054.0,25,30000.0,RENT,10.0,VENTURE,A,11400.0,7.51,5,0.0,4,DEFAULT
12056,12055.0,26,41500.0,RENT,9.0,EDUCATION,A,11400.0,7.66,6,,3,NO DEFAULT
12058,12057.0,25,79000.0,OWN,3.0,VENTURE,A,14000.0,6.92,5,,2,NO DEFAULT
12059,12058.0,22,79000.0,MORTGAGE,3.0,VENTURE,B,35000.0,13.8,2,1.0,2,NO DEFAULT
12060,12059.0,22,50000.0,RENT,6.0,EDUCATION,C,11400.0,17.58,2,1.0,4,NO DEFAULT
12061,12060.0,23,60000.0,RENT,4.0,PERSONAL,B,11400.0,15.23,3,1.0,4,NO DEFAULT
12062,12061.0,25,79000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000.0,5.79,5,,2,NO DEFAULT
12063,12062.0,25,79000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,20000.0,6.91,5,,3,NO DEFAULT
12064,12063.0,22,62050.0,MORTGAGE,1.0,MEDICAL,B,2000.0,13.35,2,1.0,4,DEFAULT
12065,12064.0,24,65000.0,RENT,2.0,HOMEIMPROVEMENT,A,11400.0,11.89,4,,3,NO DEFAULT
12066,12065.0,24,73000.0,RENT,1.0,DEBTCONSOLIDATION,C,11400.0,14.84,4,1.0,4,DEFAULT
12067,12066.0,25,79000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000.0,6.76,5,,4,NO DEFAULT
12068,12067.0,25,62050.0,MORTGAGE,7.0,MEDICAL,A,18300.0,10.62,5,0.0,3,DEFAULT
12069,12068.0,22,79000.0,MORTGAGE,6.0,EDUCATION,A,10000.0,10.99,2,,2,NO DEFAULT
12070,12069.0,23,79000.0,MORTGAGE,2.0,EDUCATION,A,3200.0,7.88,3,,2,NO DEFAULT
12071,12070.0,23,107806.0,RENT,3.0,VENTURE,A,11425.0,10.37,3,,3,NO DEFAULT
12072,12071.0,23,79000.0,MORTGAGE,7.0,EDUCATION,B,16000.0,12.73,3,1.0,4,NO DEFAULT
12073,12072.0,22,79000.0,MORTGAGE,6.0,VENTURE,B,11000.0,13.11,2,1.0,4,NO DEFAULT
12074,12073.0,26,79000.0,MORTGAGE,6.0,PERSONAL,B,14000.0,13.57,6,1.0,3,NO DEFAULT
12075,12074.0,25,79000.0,OWN,9.0,VENTURE,A,14500.0,11.48,5,,3,NO DEFAULT
